seq,event_time,from,to,amount_minor
3989,2026-08-14T12:14:00Z,c162,m001,3016
3990,2026-08-14T12:15:00Z,c061,m011,7574
3991,2026-08-14T12:17:00Z,c092,c176,824
3992,2026-08-14T12:18:00Z,c050,m015,120000
3993,2026-08-14T12:21:00Z,c066,m029,5274
3994,2026-08-14T12:24:00Z,c136,c048,14655
3995,2026-08-14T12:42:00Z,c159,m034,1486
3996,2026-08-14T12:44:00Z,c002,m038,4427
3997,2026-08-14T12:45:00Z,c006,m012,5551
3998,2026-08-14T12:48:00Z,c098,m010,6078
3999,2026-08-14T12:56:00Z,c130,m033,21068
4000,2026-08-14T12:57:00Z,c159,m031,1139
4001,2026-08-14T13:02:00Z,c113,m011,2874
4002,2026-08-14T13:03:00Z,c150,c071,10885
4003,2026-08-14T13:06:00Z,c113,m010,1980
4004,2026-08-14T13:08:00Z,c113,c011,787
4005,2026-08-14T13:08:00Z,c113,c011,1689
4006,2026-08-14T13:09:00Z,c122,m034,5704
4007,2026-08-14T13:09:00Z,c136,m026,5313
4008,2026-08-14T13:09:00Z,c150,c047,7897
4009,2026-08-14T13:13:00Z,c150,m032,34147
4010,2026-08-14T13:14:00Z,c113,m010,3270
4011,2026-08-14T13:25:00Z,c103,m026,2681
4012,2026-08-14T13:26:00Z,c133,c121,2535
4013,2026-08-14T13:27:00Z,c059,m002,9365
4014,2026-08-14T13:36:00Z,c033,c084,50000
4015,2026-08-14T13:42:00Z,c034,m014,11888
4016,2026-08-14T13:42:00Z,c074,m021,8894
4017,2026-08-14T13:46:00Z,c156,m022,30153
4018,2026-08-14T13:47:00Z,c079,m002,12052
4019,2026-08-14T14:00:00Z,c103,m029,3235
4020,2026-08-14T14:01:00Z,c145,m003,4826
4021,2026-08-14T14:01:00Z,c146,m030,240000
4022,2026-08-14T14:04:00Z,c007,m036,10653
4023,2026-08-14T14:04:00Z,c023,c042,1439
4024,2026-08-14T14:05:00Z,c127,m030,5900
4025,2026-08-14T14:05:00Z,c146,m008,16150
4026,2026-08-14T14:09:00Z,c089,m022,12656
4027,2026-08-14T14:10:00Z,c134,m008,21892
4028,2026-08-14T14:11:00Z,c127,m005,5048
4029,2026-08-14T14:11:00Z,c127,m034,2912
4030,2026-08-14T14:11:00Z,c146,m020,16033
4031,2026-08-14T14:13:00Z,c127,m015,4023
4032,2026-08-14T14:13:00Z,c127,m015,5496
4033,2026-08-14T14:13:00Z,c175,m000,1089
4034,2026-08-14T14:14:00Z,c024,m003,2766
4035,2026-08-14T14:14:00Z,c079,c030,7108
4036,2026-08-14T14:15:00Z,c006,m025,8646
4037,2026-08-14T14:29:00Z,c064,c014,16570
4038,2026-08-14T14:36:00Z,c081,m030,906
4039,2026-08-14T14:37:00Z,c104,m003,18575
4040,2026-08-14T14:40:00Z,c081,m030,1635
4041,2026-08-14T14:42:00Z,c035,c005,1096
4042,2026-08-14T14:47:00Z,c013,c090,27332
4043,2026-08-14T14:48:00Z,c081,m039,2098
4044,2026-08-14T14:49:00Z,c022,m035,2103
4045,2026-08-14T14:49:00Z,c086,c132,8463
4046,2026-08-14T14:51:00Z,c074,c010,3721
4047,2026-08-14T14:53:00Z,c120,m014,16414
4048,2026-08-14T14:55:00Z,c101,c175,4368
4049,2026-08-14T14:56:00Z,c072,c135,3238
4050,2026-08-14T15:06:00Z,c011,m013,1379
4051,2026-08-14T15:11:00Z,c149,c010,3621
4052,2026-08-14T15:14:00Z,c002,m029,14588
4053,2026-08-14T15:17:00Z,c068,m030,10544
4054,2026-08-14T15:19:00Z,c028,c007,2380
4055,2026-08-14T15:19:00Z,c072,c071,4128
4056,2026-08-14T15:21:00Z,c089,m012,14014
4057,2026-08-14T15:24:00Z,c178,c042,120000
4058,2026-08-14T15:28:00Z,c056,m020,11167
4059,2026-08-14T15:29:00Z,c112,m028,9520
4060,2026-08-14T15:33:00Z,c089,m034,2766
4061,2026-08-14T15:41:00Z,c051,m004,8080
4062,2026-08-14T15:47:00Z,c170,c053,1667
4063,2026-08-14T15:58:00Z,c056,m003,13658
4064,2026-08-14T16:02:00Z,c056,m011,8098
4065,2026-08-14T16:04:00Z,c159,m031,50000
4066,2026-08-14T16:06:00Z,c175,c009,1294
4067,2026-08-14T16:15:00Z,c140,c157,3490
4068,2026-08-14T16:17:00Z,c059,m021,6047
4069,2026-08-14T16:18:00Z,c014,m007,1257
4070,2026-08-14T16:31:00Z,c160,c065,15252
4071,2026-08-14T16:34:00Z,c094,m004,20761
4072,2026-08-14T16:36:00Z,c094,m032,24027
4073,2026-08-14T16:36:00Z,c140,m037,3006
4074,2026-08-14T16:42:00Z,c174,m005,1688
4075,2026-08-14T16:43:00Z,c123,m010,1858
4076,2026-08-14T16:44:00Z,c073,c154,15493
4077,2026-08-14T16:46:00Z,c125,m034,11283
4078,2026-08-14T16:48:00Z,c179,c094,1625
4079,2026-08-14T16:52:00Z,c158,m028,3144
4080,2026-08-14T16:56:00Z,c067,m032,2002
4081,2026-08-14T16:58:00Z,c067,m038,1682
4082,2026-08-14T17:00:00Z,c067,m035,2050
4083,2026-08-14T17:01:00Z,c070,m021,9041
4084,2026-08-14T17:04:00Z,c003,c166,1456
4085,2026-08-14T17:08:00Z,c067,c163,900
4086,2026-08-14T17:12:00Z,c012,m003,1116
4087,2026-08-14T17:18:00Z,c125,m013,6761
4088,2026-08-14T17:21:00Z,c044,m038,6376
4089,2026-08-14T17:21:00Z,c132,m027,21137
4090,2026-08-14T17:25:00Z,c044,c143,2430
4091,2026-08-14T17:26:00Z,c082,m008,24626
4092,2026-08-14T17:28:00Z,c168,m034,19224
4093,2026-08-14T17:29:00Z,c159,m013,968
4094,2026-08-14T17:30:00Z,c168,m024,22206
4095,2026-08-14T17:31:00Z,c084,m012,7483
4096,2026-08-14T17:32:00Z,c036,m012,4927
4097,2026-08-14T17:33:00Z,c044,m003,1851
4098,2026-08-14T17:33:00Z,c097,m035,1656
4099,2026-08-14T17:34:00Z,c017,c024,15247
4100,2026-08-14T17:34:00Z,c173,m008,4231
4101,2026-08-14T17:37:00Z,c047,m020,3649
4102,2026-08-14T17:38:00Z,c168,m034,11203
4103,2026-08-14T17:41:00Z,c155,c056,1244
4104,2026-08-14T17:42:00Z,c072,m012,3925
4105,2026-08-14T17:47:00Z,c073,m012,7021
4106,2026-08-14T17:48:00Z,c094,m010,18200
4107,2026-08-14T17:54:00Z,c118,c106,643
4108,2026-08-14T17:57:00Z,c072,m012,7538
4109,2026-08-14T17:57:00Z,c140,m011,1131
4110,2026-08-14T17:58:00Z,c086,m017,7707
4111,2026-08-14T18:04:00Z,c018,m022,12960
4112,2026-08-14T18:11:00Z,c154,m024,4900
4113,2026-08-14T18:12:00Z,c083,m012,1425
4114,2026-08-14T18:13:00Z,c049,m015,3195
4115,2026-08-14T18:14:00Z,c104,m037,5412
4116,2026-08-14T18:16:00Z,c118,m027,2228
4117,2026-08-14T18:18:00Z,c152,m032,16439
4118,2026-08-14T18:21:00Z,c128,m021,3531
4119,2026-08-14T18:22:00Z,c152,m032,5410
4120,2026-08-14T18:23:00Z,c147,m031,47888
4121,2026-08-14T18:25:00Z,c062,m008,18764
4122,2026-08-14T18:30:00Z,c152,m036,24171
4123,2026-08-14T18:31:00Z,c125,m031,6977
4124,2026-08-14T18:34:00Z,c014,m010,4218
4125,2026-08-14T18:35:00Z,c069,m011,762
4126,2026-08-14T18:35:00Z,c176,m018,4756
4127,2026-08-14T18:36:00Z,c072,m027,4038
4128,2026-08-14T18:36:00Z,c122,m018,10516
4129,2026-08-14T18:38:00Z,c155,m027,2188
4130,2026-08-14T18:43:00Z,c077,m007,27025
4131,2026-08-14T18:50:00Z,c084,m028,7732
4132,2026-08-14T18:54:00Z,c091,m013,8001
4133,2026-08-14T18:56:00Z,c123,m031,2697
4134,2026-08-14T18:59:00Z,c082,m004,10038
4135,2026-08-14T19:00:00Z,c125,m031,18096
4136,2026-08-14T19:04:00Z,c003,m026,3229
4137,2026-08-14T19:05:00Z,c167,c133,20423
4138,2026-08-14T19:06:00Z,c007,m036,21016
4139,2026-08-14T19:06:00Z,c125,c157,11181
4140,2026-08-14T19:08:00Z,c014,m010,5202
4141,2026-08-14T19:14:00Z,c091,m021,7598
4142,2026-08-14T19:15:00Z,c049,m030,2162
4143,2026-08-14T19:16:00Z,c064,c014,11974
4144,2026-08-14T19:20:00Z,c062,m025,11501
4145,2026-08-14T19:21:00Z,c091,m013,8709
4146,2026-08-14T19:26:00Z,c087,m010,22552
4147,2026-08-14T19:27:00Z,c082,c039,20604
4148,2026-08-14T19:29:00Z,c128,m021,1458
4149,2026-08-14T19:34:00Z,c007,m013,29538
4150,2026-08-14T19:35:00Z,c072,m027,4353
4151,2026-08-14T19:37:00Z,c007,m002,18012
4152,2026-08-14T19:38:00Z,c069,m016,795
4153,2026-08-14T19:46:00Z,c007,m010,26287
4154,2026-08-14T19:54:00Z,c096,m023,18463
4155,2026-08-14T19:55:00Z,c083,m011,1402
4156,2026-08-14T19:55:00Z,c118,m009,459
4157,2026-08-14T20:17:00Z,c128,m014,735
4158,2026-08-14T20:18:00Z,c167,m023,8138
4159,2026-08-14T20:31:00Z,c161,m024,6129
4160,2026-08-14T20:47:00Z,c084,m001,10652
4161,2026-08-14T21:18:00Z,c128,m003,1126
4162,2026-08-14T21:21:00Z,c010,m022,7076
4163,2026-08-14T21:25:00Z,c084,m001,10483
4164,2026-08-14T21:26:00Z,c003,c058,2588
4165,2026-08-14T21:30:00Z,c003,c166,1451
4166,2026-08-14T21:37:00Z,c062,m005,23760
4167,2026-08-14T21:44:00Z,c010,c047,60000
4168,2026-08-14T21:54:00Z,c062,m011,6271
4169,2026-08-14T22:14:00Z,c176,m012,2812
4170,2026-08-14T22:21:00Z,c087,m024,14303
4171,2026-08-15T00:05:00Z,c161,m022,120000
4172,2026-08-15T02:47:00Z,c032,c083,683
4173,2026-08-15T03:08:00Z,c032,m029,3313
4174,2026-08-15T03:22:00Z,c032,m029,2754
4175,2026-08-15T05:02:00Z,c065,c069,13935
4176,2026-08-15T05:04:00Z,c126,c047,2774
4177,2026-08-15T05:11:00Z,c126,c029,5110
4178,2026-08-15T05:31:00Z,c138,c003,15073
4179,2026-08-15T05:43:00Z,c095,m011,5886
4180,2026-08-15T05:58:00Z,c042,c128,8280
4181,2026-08-15T06:03:00Z,c065,m032,13914
4182,2026-08-15T06:22:00Z,c053,m034,26479
4183,2026-08-15T06:58:00Z,c057,m039,3360
4184,2026-08-15T07:01:00Z,c053,m036,30720
4185,2026-08-15T07:11:00Z,c078,m024,2302
4186,2026-08-15T07:15:00Z,c031,m022,5278
4187,2026-08-15T07:25:00Z,c043,m038,8141
4188,2026-08-15T07:47:00Z,c121,m025,8030
4189,2026-08-15T07:56:00Z,c037,c003,20956
4190,2026-08-15T07:57:00Z,c031,m026,2042
4191,2026-08-15T08:14:00Z,c115,c077,5817
4192,2026-08-15T08:17:00Z,c042,m030,34381
4193,2026-08-15T08:39:00Z,c107,c087,1606
4194,2026-08-15T08:42:00Z,c107,c087,1713
4195,2026-08-15T08:43:00Z,c177,c109,3041
4196,2026-08-15T08:47:00Z,c107,m004,1580
4197,2026-08-15T08:47:00Z,c107,m038,1365
4198,2026-08-15T08:48:00Z,c058,m002,2392
4199,2026-08-15T08:53:00Z,c139,m033,38192
4200,2026-08-15T08:57:00Z,c107,m025,740
4201,2026-08-15T08:59:00Z,c006,m003,11061
4202,2026-08-15T09:05:00Z,c008,c147,10521
4203,2026-08-15T09:10:00Z,c043,m018,5579
4204,2026-08-15T09:12:00Z,c103,m029,1679
4205,2026-08-15T09:13:00Z,c078,c171,3905
4206,2026-08-15T09:21:00Z,c133,m009,2114
4207,2026-08-15T09:22:00Z,c095,m025,4631
4208,2026-08-15T09:24:00Z,c133,c121,1876
4209,2026-08-15T09:33:00Z,c133,m009,1399
4210,2026-08-15T09:39:00Z,c133,m024,1389
4211,2026-08-15T09:50:00Z,c034,m014,15740
4212,2026-08-15T09:51:00Z,c040,m015,23274
4213,2026-08-15T09:51:00Z,c063,m030,3040
4214,2026-08-15T09:55:00Z,c124,c173,15460
4215,2026-08-15T10:03:00Z,c078,m031,1659
4216,2026-08-15T10:11:00Z,c052,m029,3219
4217,2026-08-15T10:11:00Z,c162,m001,7969
4218,2026-08-15T10:16:00Z,c030,m021,1216
4219,2026-08-15T10:17:00Z,c037,m015,17712
4220,2026-08-15T10:19:00Z,c144,m023,7611
4221,2026-08-15T10:20:00Z,c040,m000,26004
4222,2026-08-15T10:21:00Z,c093,m007,1310
4223,2026-08-15T10:31:00Z,c053,m025,25906
4224,2026-08-15T10:32:00Z,c030,m020,50000
4225,2026-08-15T10:37:00Z,c139,m023,15972
4226,2026-08-15T10:39:00Z,c117,m010,10180
4227,2026-08-15T10:41:00Z,c153,m015,42289
4228,2026-08-15T10:42:00Z,c078,c054,4143
4229,2026-08-15T10:42:00Z,c169,c086,38395
4230,2026-08-15T10:50:00Z,c060,m032,5752
4231,2026-08-15T10:54:00Z,c066,m008,3811
4232,2026-08-15T10:56:00Z,c093,m023,1836
4233,2026-08-15T10:56:00Z,c150,c071,11237
4234,2026-08-15T10:58:00Z,c098,m033,8325
4235,2026-08-15T10:59:00Z,c101,m018,3350
4236,2026-08-15T11:02:00Z,c070,m018,4147
4237,2026-08-15T11:04:00Z,c058,m002,5311
4238,2026-08-15T11:05:00Z,c143,m017,1567
4239,2026-08-15T11:06:00Z,c005,c018,5790
4240,2026-08-15T11:07:00Z,c060,m023,8534
4241,2026-08-15T11:07:00Z,c066,c158,6667
4242,2026-08-15T11:09:00Z,c171,m004,11980
4243,2026-08-15T11:10:00Z,c038,m034,2373
4244,2026-08-15T11:11:00Z,c005,c076,4741
4245,2026-08-15T11:11:00Z,c021,c012,8289
4246,2026-08-15T11:13:00Z,c138,m009,15896
4247,2026-08-15T11:16:00Z,c005,m009,2963
4248,2026-08-15T11:17:00Z,c021,m026,9728
4249,2026-08-15T11:17:00Z,c110,m004,10473
4250,2026-08-15T11:19:00Z,c021,c012,11734
4251,2026-08-15T11:21:00Z,c079,m006,5987
4252,2026-08-15T11:22:00Z,c002,m014,5920
4253,2026-08-15T11:22:00Z,c063,m030,2483
4254,2026-08-15T11:26:00Z,c177,c109,3875
4255,2026-08-15T11:27:00Z,c002,m014,6291
4256,2026-08-15T11:28:00Z,c002,m029,8768
4257,2026-08-15T11:28:00Z,c002,m038,5450
4258,2026-08-15T11:34:00Z,c002,c048,7374
4259,2026-08-15T11:35:00Z,c098,m019,5587
4260,2026-08-15T11:37:00Z,c078,m001,2631
4261,2026-08-15T11:45:00Z,c029,c178,2829
4262,2026-08-15T11:47:00Z,c029,m007,5251
4263,2026-08-15T11:48:00Z,c058,m021,7636
4264,2026-08-15T11:48:00Z,c108,m026,7965
4265,2026-08-15T11:49:00Z,c120,c073,13107
4266,2026-08-15T11:55:00Z,c029,m019,8830
4267,2026-08-15T12:00:00Z,c050,m001,12827
4268,2026-08-15T12:03:00Z,c015,m037,9066
4269,2026-08-15T12:03:00Z,c029,c178,2600
4270,2026-08-15T12:03:00Z,c050,m015,3680
4271,2026-08-15T12:06:00Z,c070,m038,9657
4272,2026-08-15T12:07:00Z,c003,c166,1332
4273,2026-08-15T12:10:00Z,c040,m031,21959
4274,2026-08-15T12:10:00Z,c090,m020,40829
4275,2026-08-15T12:12:00Z,c050,c005,5931
4276,2026-08-15T12:12:00Z,c162,m024,19132
4277,2026-08-15T12:15:00Z,c050,m035,4962
4278,2026-08-15T12:20:00Z,c117,m009,4248
4279,2026-08-15T12:26:00Z,c159,c070,1974
4280,2026-08-15T12:29:00Z,c035,m037,633
4281,2026-08-15T12:33:00Z,c127,m000,7440
4282,2026-08-15T12:34:00Z,c058,m002,5413
4283,2026-08-15T12:35:00Z,c078,m024,4848
4284,2026-08-15T12:36:00Z,c143,m027,1103
4285,2026-08-15T12:39:00Z,c022,c066,1507
4286,2026-08-15T12:40:00Z,c169,m002,21480
4287,2026-08-15T12:42:00Z,c007,m036,18508
4288,2026-08-15T12:44:00Z,c110,m004,11873
4289,2026-08-15T12:44:00Z,c131,c100,5506
4290,2026-08-15T12:46:00Z,c146,c012,8955
4291,2026-08-15T12:47:00Z,c014,c059,2030
4292,2026-08-15T12:58:00Z,c093,m027,1346
4293,2026-08-15T13:01:00Z,c168,c112,14937
4294,2026-08-15T13:04:00Z,c066,c125,4806
4295,2026-08-15T13:10:00Z,c170,m024,856
4296,2026-08-15T13:11:00Z,c000,c039,28477
4297,2026-08-15T13:14:00Z,c093,m027,2824
4298,2026-08-15T13:17:00Z,c109,m022,1436
4299,2026-08-15T13:18:00Z,c158,m033,579
4300,2026-08-15T13:22:00Z,c001,c046,10822
4301,2026-08-15T13:31:00Z,c131,m010,6363
4302,2026-08-15T13:32:00Z,c080,m020,2334
4303,2026-08-15T13:33:00Z,c017,m010,32912
4304,2026-08-15T13:34:00Z,c103,c176,1459
4305,2026-08-15T13:37:00Z,c052,m026,3888
4306,2026-08-15T13:37:00Z,c168,m032,20571
4307,2026-08-15T13:43:00Z,c020,m008,15689
4308,2026-08-15T13:43:00Z,c079,m023,9809
4309,2026-08-15T13:44:00Z,c144,c174,7540
4310,2026-08-15T13:46:00Z,c004,m031,3501
4311,2026-08-15T13:49:00Z,c020,m030,10076
4312,2026-08-15T13:49:00Z,c074,m021,5432
4313,2026-08-15T13:51:00Z,c017,m018,22359
4314,2026-08-15T13:51:00Z,c020,m036,9965
4315,2026-08-15T13:52:00Z,c084,m001,9636
4316,2026-08-15T13:53:00Z,c113,m022,1016
4317,2026-08-15T14:00:00Z,c136,m024,13890
4318,2026-08-15T14:00:00Z,c149,c094,60000
4319,2026-08-15T14:02:00Z,c003,m036,500
4320,2026-08-15T14:06:00Z,c162,m038,15439
4321,2026-08-15T14:13:00Z,c046,m004,4133
4322,2026-08-15T14:17:00Z,c048,c127,4963
4323,2026-08-15T14:18:00Z,c046,m004,8633
4324,2026-08-15T14:18:00Z,c120,m006,12371
4325,2026-08-15T14:19:00Z,c046,m008,5017
4326,2026-08-15T14:21:00Z,c034,m018,240000
4327,2026-08-15T14:23:00Z,c038,m017,6871
4328,2026-08-15T14:23:00Z,c046,m009,3406
4329,2026-08-15T14:26:00Z,c168,c112,13513
4330,2026-08-15T14:30:00Z,c013,m007,17033
4331,2026-08-15T14:31:00Z,c004,m027,6492
4332,2026-08-15T14:33:00Z,c046,c064,7748
4333,2026-08-15T14:34:00Z,c000,m039,20313
4334,2026-08-15T14:43:00Z,c019,m031,10529
4335,2026-08-15T14:45:00Z,c067,m015,2677
4336,2026-08-15T14:46:00Z,c006,c026,15411
4337,2026-08-15T14:46:00Z,c089,m012,8858
4338,2026-08-15T14:52:00Z,c084,m004,240000
4339,2026-08-15T14:53:00Z,c061,c055,12766
4340,2026-08-15T14:59:00Z,c074,c171,2688
4341,2026-08-15T15:05:00Z,c080,m020,3108
4342,2026-08-15T15:08:00Z,c155,m027,1411
4343,2026-08-15T15:09:00Z,c019,m008,27285
4344,2026-08-15T15:09:00Z,c056,m003,7414
4345,2026-08-15T15:09:00Z,c112,m005,5465
4346,2026-08-15T15:11:00Z,c086,c132,120000
4347,2026-08-15T15:12:00Z,c155,m025,702
4348,2026-08-15T15:12:00Z,c155,m039,1493
4349,2026-08-15T15:16:00Z,c059,m014,39123
4350,2026-08-15T15:16:00Z,c160,m000,21468
4351,2026-08-15T15:18:00Z,c059,m021,19547
4352,2026-08-15T15:21:00Z,c168,c091,23721
4353,2026-08-15T15:22:00Z,c059,m014,12435
4354,2026-08-15T15:24:00Z,c131,m010,25241
4355,2026-08-15T15:24:00Z,c164,m000,22484
4356,2026-08-15T15:25:00Z,c157,m009,5067
4357,2026-08-15T15:28:00Z,c168,c112,29434
4358,2026-08-15T15:34:00Z,c059,m027,240000
4359,2026-08-15T15:37:00Z,c106,m036,11900
4360,2026-08-15T15:39:00Z,c017,m010,14595
4361,2026-08-15T15:41:00Z,c014,c059,2578
4362,2026-08-15T15:45:00Z,c073,m004,7388
4363,2026-08-15T15:54:00Z,c012,m022,1275
4364,2026-08-15T15:54:00Z,c047,m020,4914
4365,2026-08-15T15:54:00Z,c075,c125,12334
4366,2026-08-15T15:55:00Z,c010,m003,2692
4367,2026-08-15T15:55:00Z,c068,m019,20781
4368,2026-08-15T15:56:00Z,c134,m028,22607
4369,2026-08-15T15:58:00Z,c047,m000,6559
4370,2026-08-15T15:58:00Z,c047,m011,1935
4371,2026-08-15T16:00:00Z,c013,m026,400000
4372,2026-08-15T16:06:00Z,c047,c065,3859
4373,2026-08-15T16:08:00Z,c028,m031,1917
4374,2026-08-15T16:10:00Z,c041,m017,3726
4375,2026-08-15T16:12:00Z,c007,c177,20559
4376,2026-08-15T16:12:00Z,c157,c116,12607
4377,2026-08-15T16:17:00Z,c066,m023,6346
4378,2026-08-15T16:18:00Z,c094,m002,12372
4379,2026-08-15T16:25:00Z,c028,m029,732
4380,2026-08-15T16:25:00Z,c094,m038,23385
4381,2026-08-15T16:30:00Z,c062,m005,13779
4382,2026-08-15T16:32:00Z,c092,m030,1502
4383,2026-08-15T16:33:00Z,c062,c110,5682
4384,2026-08-15T16:33:00Z,c074,m035,3156
4385,2026-08-15T16:36:00Z,c062,m014,10598
4386,2026-08-15T16:39:00Z,c007,m010,22253
4387,2026-08-15T16:48:00Z,c048,m023,10631
4388,2026-08-15T16:51:00Z,c064,c140,6642
4389,2026-08-15T17:03:00Z,c025,c091,20224
4390,2026-08-15T17:10:00Z,c092,m035,1328
4391,2026-08-15T17:11:00Z,c091,m021,6862
4392,2026-08-15T17:22:00Z,c164,m000,8450
4393,2026-08-15T17:26:00Z,c134,m018,15961
4394,2026-08-15T17:29:00Z,c077,m025,38417
4395,2026-08-15T17:31:00Z,c164,m025,35841
4396,2026-08-15T17:44:00Z,c161,m031,5974
4397,2026-08-15T17:45:00Z,c161,c092,3091
4398,2026-08-15T17:57:00Z,c055,m035,5475
4399,2026-08-15T18:01:00Z,c017,c024,20181
4400,2026-08-15T18:02:00Z,c132,c146,21782
4401,2026-08-15T18:06:00Z,c152,m036,26796
4402,2026-08-15T18:08:00Z,c104,m022,11429
4403,2026-08-15T18:10:00Z,c067,m015,1077
4404,2026-08-15T18:11:00Z,c145,m003,3205
4405,2026-08-15T18:14:00Z,c104,m003,15389
4406,2026-08-15T18:20:00Z,c104,m031,14422
4407,2026-08-15T18:20:00Z,c140,m013,4211
4408,2026-08-15T18:23:00Z,c178,m026,5602
4409,2026-08-15T18:27:00Z,c116,m017,3021
4410,2026-08-15T18:28:00Z,c164,m019,8366
4411,2026-08-15T18:30:00Z,c069,m011,715
4412,2026-08-15T18:30:00Z,c097,m006,2614
4413,2026-08-15T18:32:00Z,c140,m009,1279
4414,2026-08-15T18:33:00Z,c064,m011,19311
4415,2026-08-15T18:36:00Z,c069,m014,1372
4416,2026-08-15T18:40:00Z,c069,m011,1365
4417,2026-08-15T18:45:00Z,c068,m019,5263
4418,2026-08-15T18:56:00Z,c134,m037,19624
4419,2026-08-15T18:59:00Z,c049,c040,792
4420,2026-08-15T18:59:00Z,c167,c094,8092
4421,2026-08-15T19:00:00Z,c055,m018,1779
4422,2026-08-15T19:02:00Z,c154,m004,3947
4423,2026-08-15T19:06:00Z,c033,m035,840
4424,2026-08-15T19:20:00Z,c167,m023,20738
4425,2026-08-15T19:20:00Z,c175,m018,749
4426,2026-08-15T19:23:00Z,c017,c024,400000
4427,2026-08-15T19:25:00Z,c112,m017,4333
4428,2026-08-15T19:31:00Z,c106,m006,240000
4429,2026-08-15T19:32:00Z,c116,m036,4017
4430,2026-08-15T19:34:00Z,c082,m026,23941
4431,2026-08-15T19:35:00Z,c010,m034,2400
4432,2026-08-15T19:35:00Z,c178,m017,16835
4433,2026-08-15T19:43:00Z,c156,m001,17674
4434,2026-08-15T19:54:00Z,c068,c054,13187
4435,2026-08-15T19:55:00Z,c140,m013,7999
4436,2026-08-15T19:58:00Z,c028,c021,1725
4437,2026-08-15T20:06:00Z,c132,m013,400000
4438,2026-08-15T20:19:00Z,c025,c068,11464
4439,2026-08-15T20:49:00Z,c118,m016,2662
4440,2026-08-15T21:03:00Z,c142,c075,26375
4441,2026-08-15T21:07:00Z,c178,c154,3130
4442,2026-08-15T21:14:00Z,c173,m008,4572
4443,2026-08-15T21:38:00Z,c142,m014,16299
4444,2026-08-15T21:39:00Z,c072,m019,11997
4445,2026-08-15T21:49:00Z,c152,m036,13634
4446,2026-08-15T21:52:00Z,c072,m012,7078
4447,2026-08-15T21:55:00Z,c142,m029,13410
4448,2026-08-15T22:12:00Z,c125,m001,6322
4449,2026-08-15T22:13:00Z,c128,m002,863
4450,2026-08-15T22:17:00Z,c154,c065,8948
4451,2026-08-15T22:34:00Z,c129,c126,11409
4452,2026-08-15T22:41:00Z,c096,m028,22817
4453,2026-08-15T22:44:00Z,c049,c040,1403
4454,2026-08-15T23:07:00Z,c118,m031,645
4455,2026-08-15T23:12:00Z,c049,m019,1724
4456,2026-08-16T00:01:00Z,c128,c071,4001
4457,2026-08-16T00:27:00Z,c096,m031,14347
4458,2026-08-16T00:48:00Z,c096,m013,400000
4459,2026-08-16T01:02:00Z,c128,c071,1160
4460,2026-08-16T05:29:00Z,c169,m012,21044
4461,2026-08-16T06:32:00Z,c078,c054,1121
4462,2026-08-16T06:37:00Z,c005,m009,7250
4463,2026-08-16T06:56:00Z,c021,m026,14451
4464,2026-08-16T07:01:00Z,c166,c085,1296
4465,2026-08-16T07:13:00Z,c031,m002,2604
4466,2026-08-16T07:13:00Z,c169,m012,400000
4467,2026-08-16T07:19:00Z,c103,m025,2450
4468,2026-08-16T07:20:00Z,c065,c137,17823
4469,2026-08-16T07:23:00Z,c093,m022,1408
4470,2026-08-16T07:25:00Z,c137,m015,2411
4471,2026-08-16T07:44:00Z,c078,c054,3992
4472,2026-08-16T07:57:00Z,c032,m039,1650
4473,2026-08-16T08:20:00Z,c177,m013,4528
4474,2026-08-16T08:31:00Z,c019,m012,20415
4475,2026-08-16T08:44:00Z,c050,m015,9212
4476,2026-08-16T08:44:00Z,c098,m011,10649
4477,2026-08-16T08:46:00Z,c050,m015,8792
4478,2026-08-16T08:48:00Z,c050,c063,4508
4479,2026-08-16T08:51:00Z,c103,m029,746
4480,2026-08-16T08:51:00Z,c139,c071,26672
4481,2026-08-16T08:57:00Z,c027,c002,1428
4482,2026-08-16T09:21:00Z,c019,m004,22762
4483,2026-08-16T09:22:00Z,c100,c063,3789
4484,2026-08-16T09:24:00Z,c169,m009,34650
4485,2026-08-16T09:28:00Z,c111,m028,11616
4486,2026-08-16T09:31:00Z,c005,m011,120000
4487,2026-08-16T09:34:00Z,c138,c003,20128
4488,2026-08-16T09:35:00Z,c046,m004,10667
4489,2026-08-16T09:42:00Z,c103,m029,1210
4490,2026-08-16T09:46:00Z,c008,m032,9011
4491,2026-08-16T09:53:00Z,c032,m028,2962
4492,2026-08-16T09:56:00Z,c111,m028,13813
4493,2026-08-16T09:57:00Z,c021,m031,14469
4494,2026-08-16T10:03:00Z,c138,m035,18331
4495,2026-08-16T10:04:00Z,c032,m011,1309
4496,2026-08-16T10:25:00Z,c063,m032,4860
4497,2026-08-16T10:27:00Z,c119,m003,1973
4498,2026-08-16T10:28:00Z,c019,c097,13712
4499,2026-08-16T10:30:00Z,c016,c084,6644
4500,2026-08-16T10:37:00Z,c019,m007,34660
4501,2026-08-16T10:39:00Z,c179,m036,2146
4502,2026-08-16T10:42:00Z,c135,m024,19044
4503,2026-08-16T10:45:00Z,c059,m030,29905
4504,2026-08-16T10:48:00Z,c103,m026,3237
4505,2026-08-16T10:50:00Z,c131,m025,25238
4506,2026-08-16T10:56:00Z,c063,m029,2257
